src/pages/Profile/MyProfile/UpdateProfileModal.tsx(7,19): error TS2307: Cannot find module '../../../../components/UI/Modal' or its corresponding type declarations.
src/pages/Profile/MyProfile/UpdateProfileModal.tsx(133,56): error TS7006: Parameter 'district' implicitly has an 'any' type.
src/pages/Profile/MyProfile/UpdateProfileModal.tsx(144,65): error TS7006: Parameter 'ward' implicitly has an 'any' type.
src/pages/Profile/MyProfile/useProfile.ts(2,21): error TS2307: Cannot find module '../../../../services/api' or its corresponding type declarations.
src/pages/Profile/MyProfile/useProfile.ts(3,25): error TS2307: Cannot find module '../../../../utils/user' or its corresponding type declarations.
src/pages/Projects/ProjectCard.tsx(3,23): error TS2307: Cannot find module '../../../components/UI/index' or its corresponding type declarations.
src/pages/Projects/ProjectCard.tsx(4,28): error TS2307: Cannot find module '../../../utils/helpers' or its corresponding type declarations.
src/pages/Projects/Projects.tsx(3,21): error TS2307: Cannot find module '../../../services/api' or its corresponding type declarations.
src/pages/Projects/Projects.tsx(4,35): error TS2307: Cannot find module '../../../utils/helpers' or its corresponding type declarations.
src/pages/Projects/Projects.tsx(5,70): error TS2307: Cannot find module '../../../utils/projectModel' or its corresponding type declarations.
src/pages/Projects/Projects.tsx(6,89): error TS2307: Cannot find module '../../../components/UI/index' or its corresponding type declarations.
src/pages/Projects/Projects.tsx(7,19): error TS2307: Cannot find module '../../../components/UI/Modal' or its corresponding type declarations.
src/pages/Projects/Projects.tsx(19,51): error TS7006: Parameter 'f' implicitly has an 'any' type.
src/pages/Projects/useProjects.ts(2,21): error TS2307: Cannot find module '../../../services/api' or its corresponding type declarations.
src/pages/Projects/useProjects.ts(3,23): error TS2307: Cannot find module '../../../utils/helpers' or its corresponding type declarations.
src/pages/Projects/useProjects.ts(4,48): error TS2307: Cannot find module '../../../utils/user' or its corresponding type declarations.
